               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 470,            0.020088,            0.010447,           0.0036097,             0.97167,             0.95238,             0.95203,             0.79303,             0.02125,           0.0046739,          0.00031183,           0.0007138,           0.0007138,           0.0007138
                 471,            0.019676,            0.010547,          0.00099658,             0.97169,             0.95238,             0.95203,             0.78782,            0.021125,           0.0046813,          0.00031032,            0.000694,            0.000694,            0.000694
                 472,            0.019587,            0.010217,          0.00049959,             0.97169,             0.95238,             0.95203,             0.78782,            0.021125,           0.0046813,          0.00031032,           0.0006742,           0.0006742,           0.0006742
                 473,            0.020345,            0.009739,           0.0015478,             0.97161,             0.95238,             0.95078,             0.78264,            0.021032,           0.0047056,          0.00030943,           0.0006544,           0.0006544,           0.0006544
                 474,            0.016483,           0.0072779,          0.00045044,             0.97155,             0.95238,             0.95203,             0.78772,            0.020946,           0.0047053,          0.00030733,           0.0006346,           0.0006346,           0.0006346
                 475,            0.018758,           0.0086145,          0.00092315,             0.97157,             0.95238,             0.95078,              0.7818,            0.020826,           0.0046905,          0.00030444,           0.0006148,           0.0006148,           0.0006148
                 476,            0.017414,           0.0076484,          0.00065193,             0.97157,             0.95238,             0.95078,              0.7818,            0.020826,           0.0046905,          0.00030444,            0.000595,            0.000595,            0.000595
                 477,            0.020394,           0.0084325,           0.0019754,             0.97156,             0.95238,             0.95203,             0.78747,            0.020846,           0.0046987,          0.00030328,           0.0005752,           0.0005752,           0.0005752
                 478,            0.020486,           0.0076039,          0.00067137,             0.97151,             0.95238,             0.95203,             0.79018,            0.020737,           0.0046931,          0.00030189,           0.0005554,           0.0005554,           0.0005554
                 479,            0.018298,            0.009642,          0.00057227,             0.97144,             0.95238,             0.95553,             0.80076,            0.020409,           0.0046533,          0.00030084,           0.0005356,           0.0005356,           0.0005356
                 480,             0.01621,            0.008638,            0.001034,             0.97144,             0.95238,             0.95553,             0.80076,            0.020409,           0.0046533,          0.00030084,           0.0005158,           0.0005158,           0.0005158
                 481,            0.020131,           0.0094149,           0.0026717,             0.97158,             0.95238,             0.95803,             0.80073,             0.02026,           0.0046274,          0.00029912,            0.000496,            0.000496,            0.000496
                 482,             0.01906,            0.009032,           0.0024301,             0.97157,             0.95238,             0.96028,             0.80872,             0.02016,           0.0046132,          0.00029926,           0.0004762,           0.0004762,           0.0004762
                 483,            0.019459,           0.0078783,           0.0013915,             0.97163,             0.95238,             0.96027,             0.81757,            0.020116,           0.0046066,          0.00029862,           0.0004564,           0.0004564,           0.0004564
                 484,            0.021597,            0.009121,          0.00095006,             0.97163,             0.95238,             0.96027,             0.81757,            0.020116,           0.0046066,          0.00029862,           0.0004366,           0.0004366,           0.0004366
                 485,            0.017333,            0.010056,           0.0015689,             0.97165,             0.95238,             0.96152,             0.81542,            0.020128,           0.0046051,          0.00029845,           0.0004168,           0.0004168,           0.0004168
                 486,            0.017648,           0.0082523,           0.0010781,              0.9717,             0.95238,             0.96152,             0.81401,            0.020083,           0.0046021,          0.00029773,            0.000397,            0.000397,            0.000397
                 487,            0.017839,           0.0084823,          0.00072595,             0.97176,             0.95238,             0.96152,             0.81202,            0.020055,            0.004601,          0.00029742,           0.0003772,           0.0003772,           0.0003772
                 488,            0.018486,           0.0084292,          0.00061202,             0.97176,             0.95238,             0.96152,             0.81202,            0.020055,            0.004601,          0.00029742,           0.0003574,           0.0003574,           0.0003574
                 489,              0.0173,           0.0075555,          0.00045244,              0.9718,             0.95238,             0.96153,             0.80807,            0.020036,            0.004605,          0.00029599,           0.0003376,           0.0003376,           0.0003376
                 490,            0.018741,           0.0080177,          0.00058445,             0.97181,             0.95238,             0.96279,             0.81028,            0.020017,           0.0046037,          0.00029451,           0.0003178,           0.0003178,           0.0003178
                 491,            0.026379,           0.0090117,           0.0023054,             0.97187,             0.95238,             0.96279,             0.81515,             0.01995,           0.0045943,          0.00029384,            0.000298,            0.000298,            0.000298
                 492,            0.018669,           0.0080938,           0.0010548,             0.97187,             0.95238,             0.96279,             0.81515,             0.01995,           0.0045943,          0.00029384,           0.0002782,           0.0002782,           0.0002782
                 493,            0.020102,           0.0080632,          0.00066155,             0.97188,             0.95238,             0.96405,             0.81333,            0.019929,           0.0045916,          0.00029341,           0.0002584,           0.0002584,           0.0002584
                 494,            0.021208,            0.008169,           0.0015587,             0.97187,             0.95238,             0.96405,             0.81654,            0.019949,           0.0045895,          0.00029365,           0.0002386,           0.0002386,           0.0002386
                 495,            0.020529,           0.0080079,          0.00079028,             0.97191,             0.95238,             0.96405,             0.81565,            0.019965,           0.0045916,          0.00029289,           0.0002188,           0.0002188,           0.0002188
                 496,            0.020066,           0.0098287,          0.00058266,             0.97191,             0.95238,             0.96405,             0.81565,            0.019965,           0.0045916,          0.00029289,            0.000199,            0.000199,            0.000199
                 497,            0.019416,            0.008813,           0.0006501,             0.97191,             0.95238,              0.9628,             0.81452,             0.01997,           0.0045911,          0.00029354,           0.0001792,           0.0001792,           0.0001792
                 498,            0.019227,           0.0078705,           0.0011326,             0.97185,             0.95238,             0.96154,              0.8166,            0.019987,           0.0045921,          0.00029381,           0.0001594,           0.0001594,           0.0001594
                 499,             0.01812,           0.0084656,           0.0011477,              0.9719,             0.95238,             0.96466,             0.81636,             0.01995,           0.0045897,          0.00029219,           0.0001396,           0.0001396,           0.0001396
